id,scene_id,l1_scene,l2_scene_label,application_type,application_type_source,product_type,target_complexity,design_style,persona_title,query_text
q5k_scene_058_0008,scene_058,新闻资讯,订阅/频道管理,订阅浏览应用,keyword_extension,content_blog,complex,Minimalism,订阅浏览相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的订阅浏览应用内容平台，核心目标是让重点动作更好找。 请把结构至少拆成快捷操作区、详情区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和反馈提示，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 尽量极简、留白多一些，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0009,scene_058,新闻资讯,订阅/频道管理,内容发现应用,keyword_extension,landing_page,vague,Luxury,内容发现相关内容的真实使用者,我想做一个内容发现应用的落地页，希望打开以后就知道该往哪里看。高级感和杂志感要更强，不要太花，重点内容容易扫到就好。 我会更关注首屏是不是干净。
q5k_scene_058_0010,scene_058,新闻资讯,订阅/频道管理,资讯阅读应用,xlsx_candidate,landing_page,medium,Material,资讯阅读相关内容的真实使用者,我在做一个资讯阅读应用的落地页，我想让用户不用想太多就能开始操作。页面里我至少想放一个状态反馈区和一个快捷操作区，并且把展开收起做得明显一些。交互反馈要清晰一些，接近 Material，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_058_0011,scene_058,新闻资讯,订阅/频道管理,订阅应用,label_token_extension,admin_panel,complex,Minimalism,订阅相关内容的真实使用者,我想做一个面向不想学习成本太高的人的订阅应用管理后台，核心目标是让重点动作更好找。 请把结构至少拆成详情区、详情区、快捷操作区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和二级筛选，另外 移动端收起布局、空状态 这些状态也要有对应反馈。 尽量极简、留白多一些，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0012,scene_058,新闻资讯,订阅/频道管理,频道管理应用,label_token_extension,dashboard,vague,Luxury,频道管理相关内容的真实使用者,我在准备做一个频道管理应用的数据看板，我更在意第一眼能不能快速理解。高级感和杂志感要更强，不要太花，重点内容容易扫到就好。 主信息和辅助信息要拉开层级。
q5k_scene_058_0013,scene_058,新闻资讯,订阅/频道管理,内容浏览应用,l1_extension,content_blog,medium,Material,内容浏览相关内容的真实使用者,我在做一个内容浏览应用的内容平台，我想让用户不用想太多就能开始操作。页面里我至少想放一个列表或卡片区和一个核心信息区，并且把反馈提示做得明显一些。交互反馈要清晰一些，接近 Material，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_058_0014,scene_058,新闻资讯,订阅/频道管理,资讯聚合应用,l1_extension,landing_page,complex,Minimalism,资讯聚合相关内容的真实使用者,我想做一个面向不想学习成本太高的人的资讯聚合应用落地页，核心目标是把流程说清楚。 请把结构至少拆成状态反馈区、核心信息区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑展开收起和切换视图，另外 加载状态、失败重试 这些状态也要有对应反馈。 尽量极简、留白多一些，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 如果需要做重点推荐区，请让它和常规内容区的权重区别足够明显。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0015,scene_058,新闻资讯,订阅/频道管理,文章阅读应用,l1_extension,content_blog,vague,Luxury,文章阅读相关内容的真实使用者,我需要一个文章阅读应用的内容平台，我更在意第一眼能不能快速理解。高级感和杂志感要更强，先偏轻量一点，别做得太重。 信息密度可以低一点。
q5k_scene_058_0016,scene_058,新闻资讯,订阅/频道管理,订阅阅读应用,l1_extension,landing_page,medium,Material,订阅阅读相关内容的真实使用者,我在做一个订阅阅读应用的落地页，我希望首页先建立清晰的认知。页面里我至少想放一个快捷操作区和一个详情区，并且把主按钮操作做得明显一些。交互反馈要清晰一些，接近 Material，移动端和桌面端都要顺手。希望信息区块之间有明显主次，不要平均用力。
q5k_scene_058_0017,scene_058,新闻资讯,订阅/频道管理,订阅浏览应用,keyword_extension,dashboard,complex,Minimalism,订阅浏览相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的订阅浏览应用数据看板，核心目标是把流程说清楚。 请把结构至少拆成状态反馈区、详情区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑反馈提示和切换视图，另外 失败重试、加载状态 这些状态也要有对应反馈。 尽量极简、留白多一些，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 请把首次进入、继续浏览、准备离开这几个阶段的体验都顺一下。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0018,scene_058,新闻资讯,订阅/频道管理,内容发现应用,keyword_extension,content_blog,vague,Luxury,内容发现相关内容的真实使用者,我想做一个内容发现应用的内容平台，重点是看起来顺手、别太复杂。高级感和杂志感要更强，整体浏览节奏舒服就可以。 先把进入页面后的第一步动作设计清楚。
q5k_scene_058_0019,scene_058,新闻资讯,订阅/频道管理,资讯阅读应用,xlsx_candidate,admin_panel,medium,Material,资讯阅读相关内容的真实使用者,我在做一个资讯阅读应用的管理后台，我想让用户不用想太多就能开始操作。页面里我至少想放一个列表或卡片区和一个核心信息区，并且把反馈提示做得明显一些。交互反馈要清晰一些，接近 Material，小屏下不要显得拥挤。我更看重效率，不想让交互显得拖沓。
q5k_scene_058_0020,scene_058,新闻资讯,订阅/频道管理,订阅应用,label_token_extension,form_flow,complex,Minimalism,订阅相关内容的真实使用者,我想做一个面向不想学习成本太高的人的订阅应用多步骤表单流程，核心目标是让浏览更顺畅。 请把结构至少拆成核心信息区、详情区、列表或卡片区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑主按钮操作和反馈提示，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 尽量极简、留白多一些，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0021,scene_058,新闻资讯,订阅/频道管理,频道管理应用,label_token_extension,admin_panel,vague,Luxury,频道管理相关内容的真实使用者,我需要一个频道管理应用的管理后台，希望打开以后就知道该往哪里看。高级感和杂志感要更强，最好手机上看也自然一点。 先把进入页面后的第一步动作设计清楚。
q5k_scene_058_0022,scene_058,新闻资讯,订阅/频道管理,内容浏览应用,l1_extension,dashboard,medium,Material,内容浏览相关内容的真实使用者,我在做一个内容浏览应用的数据看板，我想让用户不用想太多就能开始操作。页面里我至少想放一个状态反馈区和一个快捷操作区，并且把展开收起做得明显一些。交互反馈要清晰一些，接近 Material，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_058_0023,scene_058,新闻资讯,订阅/频道管理,资讯聚合应用,l1_extension,content_blog,complex,Minimalism,资讯聚合相关内容的真实使用者,我想做一个面向不想学习成本太高的人的资讯聚合应用内容平台，核心目标是让浏览更顺畅。 请把结构至少拆成快捷操作区、核心信息区、状态反馈区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑切换视图和展开收起，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 尽量极简、留白多一些，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0024,scene_058,新闻资讯,订阅/频道管理,文章阅读应用,l1_extension,form_flow,vague,Luxury,文章阅读相关内容的真实使用者,我想做一个文章阅读应用的多步骤表单流程，重点是看起来顺手、别太复杂。高级感和杂志感要更强，整体浏览节奏舒服就可以。 主信息和辅助信息要拉开层级。
q5k_scene_058_0025,scene_058,新闻资讯,订阅/频道管理,订阅阅读应用,l1_extension,admin_panel,medium,Material,订阅阅读相关内容的真实使用者,我在做一个订阅阅读应用的管理后台，我想先把入口价值讲明白。页面里我至少想放一个列表或卡片区和一个详情区，并且把反馈提示做得明显一些。交互反馈要清晰一些，接近 Material，手机上也要保持层级清楚。我希望用户看完首屏就知道这个页面值不值得继续往下看。
q5k_scene_058_0026,scene_058,新闻资讯,订阅/频道管理,订阅浏览应用,keyword_extension,admin_panel,complex,Minimalism,订阅浏览相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的订阅浏览应用管理后台，核心目标是让重点动作更好找。 请把结构至少拆成列表或卡片区、核心信息区、状态反馈区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑切换视图和展开收起，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 尽量极简、留白多一些，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0027,scene_058,新闻资讯,订阅/频道管理,内容发现应用,keyword_extension,dashboard,vague,Luxury,内容发现相关内容的真实使用者,想请你帮我设计一个内容发现应用的数据看板，先保证结构清楚，后面再慢慢补细节。高级感和杂志感要更强，操作别绕，普通用户一看就会用最好。 先把进入页面后的第一步动作设计清楚。
q5k_scene_058_0028,scene_058,新闻资讯,订阅/频道管理,资讯阅读应用,xlsx_candidate,landing_page,medium,Material,资讯阅读相关内容的真实使用者,我在做一个资讯阅读应用的落地页，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个状态反馈区和一个核心信息区，并且把二级筛选做得明显一些。交互反馈要清晰一些，接近 Material，不同尺寸下都别破坏主要阅读顺序。我希望主要按钮和次要操作不要抢焦点。
q5k_scene_058_0029,scene_058,新闻资讯,订阅/频道管理,订阅应用,label_token_extension,landing_page,complex,Minimalism,订阅相关内容的真实使用者,我想做一个面向希望快速完成任务的人的订阅应用落地页，核心目标是让浏览更顺畅。 请把结构至少拆成快捷操作区、快捷操作区、状态反馈区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑二级筛选和展开收起，另外 移动端收起布局、空状态 这些状态也要有对应反馈。 尽量极简、留白多一些，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0030,scene_058,新闻资讯,订阅/频道管理,频道管理应用,label_token_extension,form_flow,vague,Luxury,频道管理相关内容的真实使用者,我需要一个频道管理应用的多步骤表单流程，我更在意第一眼能不能快速理解。高级感和杂志感要更强，先偏轻量一点，别做得太重。 信息密度可以低一点。
q5k_scene_058_0031,scene_058,新闻资讯,订阅/频道管理,内容浏览应用,l1_extension,admin_panel,medium,Material,内容浏览相关内容的真实使用者,我在做一个内容浏览应用的管理后台，我希望首页先建立清晰的认知。页面里我至少想放一个状态反馈区和一个快捷操作区，并且把二级筛选做得明显一些。交互反馈要清晰一些，接近 Material，移动端和桌面端都要顺手。别让页面看起来像模板拼接，至少要有一个明显记忆点。
q5k_scene_058_0032,scene_058,新闻资讯,订阅/频道管理,资讯聚合应用,l1_extension,dashboard,complex,Minimalism,资讯聚合相关内容的真实使用者,我想做一个面向第一次使用这个界面的人的资讯聚合应用数据看板，核心目标是让重点动作更好找。 请把结构至少拆成核心信息区、状态反馈区、快捷操作区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑展开收起和二级筛选，另外 空状态、移动端收起布局 这些状态也要有对应反馈。 尽量极简、留白多一些，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果会有多种内容类型混排，最好从规则上先区分清楚再排版。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_058_0033,scene_058,新闻资讯,订阅/频道管理,文章阅读应用,l1_extension,content_blog,vague,Luxury,文章阅读相关内容的真实使用者,我需要一个文章阅读应用的内容平台，我更在意第一眼能不能快速理解。高级感和杂志感要更强，先偏轻量一点，别做得太重。 先别堆太多功能入口。
q5k_scene_058_0034,scene_058,新闻资讯,订阅/频道管理,订阅阅读应用,l1_extension,landing_page,medium,Material,订阅阅读相关内容的真实使用者,我在做一个订阅阅读应用的落地页，我希望首页先建立清晰的认知。页面里我至少想放一个核心信息区和一个状态反馈区，并且把展开收起做得明显一些。交互反馈要清晰一些，接近 Material，移动端和桌面端都要顺手。重要信息需要能被快速扫到，次要信息再慢慢展开。
q5k_scene_059_0001,scene_059,新闻资讯,搜索与筛选,资讯阅读应用,xlsx_candidate,search_filter,complex,Data-Dense,资讯阅读相关内容的真实使用者,我想做一个面向带着明确目标来找信息的人的资讯阅读应用搜索筛选界面，核心目标是让结果状态更清楚。 请把结构至少拆成筛选面板、推荐区、结果列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑筛选项联动和即时搜索反馈，另外 无结果状态、网络异常重试 这些状态也要有对应反馈。 信息密度可以高一点，但不要乱，模块可以丰富，但主次关系必须明确。 如果会出现长内容或长列表，滚动中的定位感一定要保住。 如果要加动效，希望它能服务于切换和定位，而不是只是装饰。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0002,scene_059,新闻资讯,搜索与筛选,搜索与筛选应用,label_token_extension,admin_panel,vague,Material,搜索与筛选相关内容的真实使用者,我想做一个搜索与筛选应用的管理后台，希望打开以后就知道该往哪里看。交互反馈要清晰一些，接近 Material，不要太花，重点内容容易扫到就好。 先别堆太多功能入口。
q5k_scene_059_0003,scene_059,新闻资讯,搜索与筛选,内容浏览应用,l1_extension,content_blog,medium,Dark,内容浏览相关内容的真实使用者,我在做一个内容浏览应用的内容平台，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个空结果提示和一个搜索输入区，并且把筛选项联动做得明显一些。整体走暗色风格，不同尺寸下都别破坏主要阅读顺序。我希望主要按钮和次要操作不要抢焦点。
q5k_scene_059_0004,scene_059,新闻资讯,搜索与筛选,资讯聚合应用,l1_extension,landing_page,complex,Minimalism,资讯聚合相关内容的真实使用者,我想做一个面向不想反复试错的普通用户的资讯聚合应用落地页，核心目标是更快找到目标。 请把结构至少拆成结果列表、推荐区、空结果提示这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑即时搜索反馈和筛选项联动，另外 加载中状态、筛选过多提示 这些状态也要有对应反馈。 尽量极简、留白多一些，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 如果需要做重点推荐区，请让它和常规内容区的权重区别足够明显。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0005,scene_059,新闻资讯,搜索与筛选,文章阅读应用,l1_extension,portfolio,vague,Luxury,文章阅读相关内容的真实使用者,我在准备做一个文章阅读应用的作品展示站，先把核心信息讲清楚就行。高级感和杂志感要更强，操作别绕，普通用户一看就会用最好。 我会更关注首屏是不是干净。
q5k_scene_059_0006,scene_059,新闻资讯,搜索与筛选,订阅阅读应用,l1_extension,dashboard,medium,Data-Dense,订阅阅读相关内容的真实使用者,我在做一个订阅阅读应用的数据看板，我想让用户不用想太多就能开始操作。页面里我至少想放一个搜索输入区和一个空结果提示，并且把历史记录回填做得明显一些。信息密度可以高一点，但不要乱，小屏下不要显得拥挤。我更看重效率，不想让交互显得拖沓。
q5k_scene_059_0007,scene_059,新闻资讯,搜索与筛选,全局检索应用,keyword_extension,admin_panel,complex,Material,全局检索相关内容的真实使用者,我想做一个面向带着明确目标来找信息的人的全局检索应用管理后台，核心目标是更快找到目标。 请把结构至少拆成空结果提示、空结果提示、搜索输入区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑结果排序切换和历史记录回填，另外 网络异常重试、无结果状态 这些状态也要有对应反馈。 交互反馈要清晰一些，接近 Material，信息可以多一点，但层级一定要稳。 视觉上可以有记忆点，但不要为了花哨牺牲理解效率。 请提前考虑信息量上涨后的扩展性，不要只适配少量示例数据。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0008,scene_059,新闻资讯,搜索与筛选,信息搜索应用,keyword_extension,content_blog,vague,Dark,信息搜索相关内容的真实使用者,我需要一个信息搜索应用的内容平台，希望打开以后就知道该往哪里看。整体走暗色风格，最好手机上看也自然一点。 我更在意主要动作是不是够明显。
q5k_scene_059_0009,scene_059,新闻资讯,搜索与筛选,搜索结果应用,keyword_extension,landing_page,medium,Minimalism,搜索结果相关内容的真实使用者,我在做一个搜索结果应用的落地页，我希望首页先建立清晰的认知。页面里我至少想放一个筛选面板和一个搜索输入区，并且把历史记录回填做得明显一些。尽量极简、留白多一些，移动端和桌面端都要顺手。重要信息需要能被快速扫到，次要信息再慢慢展开。
q5k_scene_059_0010,scene_059,新闻资讯,搜索与筛选,筛选面板应用,keyword_extension,dashboard,complex,Luxury,筛选面板相关内容的真实使用者,我想做一个面向带着明确目标来找信息的人的筛选面板应用数据看板，核心目标是更快找到目标。 请把结构至少拆成搜索输入区、搜索输入区、空结果提示这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑结果排序切换和筛选项联动，另外 筛选过多提示、加载中状态 这些状态也要有对应反馈。 高级感和杂志感要更强，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0011,scene_059,新闻资讯,搜索与筛选,排序浏览应用,keyword_extension,search_filter,vague,Data-Dense,排序浏览相关内容的真实使用者,想请你帮我设计一个排序浏览应用的搜索筛选界面，先把核心信息讲清楚就行。信息密度可以高一点，但不要乱，操作别绕，普通用户一看就会用最好。 我希望重点内容能自然落到视线中心。
q5k_scene_059_0012,scene_059,新闻资讯,搜索与筛选,结果整理应用,keyword_extension,admin_panel,medium,Material,结果整理相关内容的真实使用者,我在做一个结果整理应用的管理后台，我想让用户不用想太多就能开始操作。页面里我至少想放一个空结果提示和一个推荐区，并且把结果排序切换做得明显一些。交互反馈要清晰一些，接近 Material，小屏下不要显得拥挤。请把页面的停顿点和继续阅读点设计清楚。
q5k_scene_059_0013,scene_059,新闻资讯,搜索与筛选,资讯阅读应用,xlsx_candidate,search_filter,complex,Dark,资讯阅读相关内容的真实使用者,我想做一个面向需要在大量结果里快速判断的人的资讯阅读应用搜索筛选界面，核心目标是让结果状态更清楚。 请把结构至少拆成结果列表、推荐区、空结果提示这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑即时搜索反馈和筛选项联动，另外 加载中状态、筛选过多提示 这些状态也要有对应反馈。 整体走暗色风格，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 如果需要做重点推荐区，请让它和常规内容区的权重区别足够明显。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0014,scene_059,新闻资讯,搜索与筛选,搜索与筛选应用,label_token_extension,landing_page,vague,Minimalism,搜索与筛选相关内容的真实使用者,我想做一个搜索与筛选应用的落地页，重点是看起来顺手、别太复杂。尽量极简、留白多一些，整体浏览节奏舒服就可以。 先把进入页面后的第一步动作设计清楚。
q5k_scene_059_0015,scene_059,新闻资讯,搜索与筛选,内容浏览应用,l1_extension,dashboard,medium,Luxury,内容浏览相关内容的真实使用者,我在做一个内容浏览应用的数据看板，我想先把入口价值讲明白。页面里我至少想放一个结果列表和一个推荐区，并且把即时搜索反馈做得明显一些。高级感和杂志感要更强，手机上也要保持层级清楚。内容区之间最好有明确节奏，不要一股脑堆在一起。
q5k_scene_059_0016,scene_059,新闻资讯,搜索与筛选,资讯聚合应用,l1_extension,search_filter,complex,Data-Dense,资讯聚合相关内容的真实使用者,我想做一个面向不想反复试错的普通用户的资讯聚合应用搜索筛选界面，核心目标是让结果状态更清楚。 请把结构至少拆成结果列表、搜索输入区、空结果提示这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑结果排序切换和筛选项联动，另外 筛选过多提示、加载中状态 这些状态也要有对应反馈。 信息密度可以高一点，但不要乱，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 请把首次进入、继续浏览、准备离开这几个阶段的体验都顺一下。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0017,scene_059,新闻资讯,搜索与筛选,文章阅读应用,l1_extension,portfolio,vague,Material,文章阅读相关内容的真实使用者,帮我先搭一个文章阅读应用的作品展示站，重点是看起来顺手、别太复杂。交互反馈要清晰一些，接近 Material，整体浏览节奏舒服就可以。 先把阅读顺序理顺最重要。
q5k_scene_059_0018,scene_059,新闻资讯,搜索与筛选,订阅阅读应用,l1_extension,dashboard,medium,Dark,订阅阅读相关内容的真实使用者,我在做一个订阅阅读应用的数据看板，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个筛选面板和一个结果列表，并且把历史记录回填做得明显一些。整体走暗色风格，不同尺寸下都别破坏主要阅读顺序。我希望主要按钮和次要操作不要抢焦点。
q5k_scene_059_0019,scene_059,新闻资讯,搜索与筛选,全局检索应用,keyword_extension,landing_page,complex,Minimalism,全局检索相关内容的真实使用者,我想做一个面向带着明确目标来找信息的人的全局检索应用落地页，核心目标是更快找到目标。 请把结构至少拆成搜索输入区、推荐区、结果列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑即时搜索反馈和标签快速清除，另外 筛选过多提示、加载中状态 这些状态也要有对应反馈。 尽量极简、留白多一些，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 请把首次进入、继续浏览、准备离开这几个阶段的体验都顺一下。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0020,scene_059,新闻资讯,搜索与筛选,信息搜索应用,keyword_extension,dashboard,vague,Luxury,信息搜索相关内容的真实使用者,想请你帮我设计一个信息搜索应用的数据看板，先把核心信息讲清楚就行。高级感和杂志感要更强，操作别绕，普通用户一看就会用最好。 希望用户不用解释就知道怎么开始。
q5k_scene_059_0021,scene_059,新闻资讯,搜索与筛选,搜索结果应用,keyword_extension,search_filter,medium,Data-Dense,搜索结果相关内容的真实使用者,我在做一个搜索结果应用的搜索筛选界面，我希望首页先建立清晰的认知。页面里我至少想放一个筛选面板和一个搜索输入区，并且把历史记录回填做得明显一些。信息密度可以高一点，但不要乱，移动端和桌面端都要顺手。重要信息需要能被快速扫到，次要信息再慢慢展开。
q5k_scene_059_0022,scene_059,新闻资讯,搜索与筛选,筛选面板应用,keyword_extension,admin_panel,complex,Material,筛选面板相关内容的真实使用者,我想做一个面向需要在大量结果里快速判断的人的筛选面板应用管理后台，核心目标是让结果状态更清楚。 请把结构至少拆成推荐区、空结果提示、搜索输入区这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑筛选项联动和结果排序切换，另外 加载中状态、筛选过多提示 这些状态也要有对应反馈。 交互反馈要清晰一些，接近 Material，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 如果需要做重点推荐区，请让它和常规内容区的权重区别足够明显。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0023,scene_059,新闻资讯,搜索与筛选,排序浏览应用,keyword_extension,content_blog,vague,Dark,排序浏览相关内容的真实使用者,想请你帮我设计一个排序浏览应用的内容平台，先把核心信息讲清楚就行。整体走暗色风格，操作别绕，普通用户一看就会用最好。 希望用户不用解释就知道怎么开始。
q5k_scene_059_0024,scene_059,新闻资讯,搜索与筛选,结果整理应用,keyword_extension,landing_page,medium,Minimalism,结果整理相关内容的真实使用者,我在做一个结果整理应用的落地页，我更在意信息结构是不是一眼能看懂。页面里我至少想放一个搜索输入区和一个筛选面板，并且把结果排序切换做得明显一些。尽量极简、留白多一些，不同尺寸下都别破坏主要阅读顺序。我不希望用户反复来回跳转才能完成一个小动作。
q5k_scene_059_0025,scene_059,新闻资讯,搜索与筛选,资讯阅读应用,xlsx_candidate,search_filter,complex,Luxury,资讯阅读相关内容的真实使用者,我想做一个面向带着明确目标来找信息的人的资讯阅读应用搜索筛选界面，核心目标是降低筛选成本。 请把结构至少拆成推荐区、筛选面板、结果列表这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑历史记录回填和标签快速清除，另外 加载中状态、筛选过多提示 这些状态也要有对应反馈。 高级感和杂志感要更强，内容会持续增长，所以不要只适配首屏。 请把状态反馈和操作后的可预期性考虑进去，不要只做静态排版。 我希望用户在任何位置都知道自己当前所处层级，不想出现迷路感。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0026,scene_059,新闻资讯,搜索与筛选,搜索与筛选应用,label_token_extension,search_filter,vague,Data-Dense,搜索与筛选相关内容的真实使用者,我想做一个搜索与筛选应用的搜索筛选界面，先保证结构清楚，后面再慢慢补细节。信息密度可以高一点，但不要乱，整体浏览节奏舒服就可以。 希望用户不用解释就知道怎么开始。
q5k_scene_059_0027,scene_059,新闻资讯,搜索与筛选,内容浏览应用,l1_extension,admin_panel,medium,Material,内容浏览相关内容的真实使用者,我在做一个内容浏览应用的管理后台，我想让用户不用想太多就能开始操作。页面里我至少想放一个筛选面板和一个搜索输入区，并且把标签快速清除做得明显一些。交互反馈要清晰一些，接近 Material，小屏下不要显得拥挤。我想让第一次使用的人也能很快找到下一步。
q5k_scene_059_0028,scene_059,新闻资讯,搜索与筛选,资讯聚合应用,l1_extension,content_blog,complex,Dark,资讯聚合相关内容的真实使用者,我想做一个面向带着明确目标来找信息的人的资讯聚合应用内容平台，核心目标是更快找到目标。 请把结构至少拆成结果列表、结果列表、筛选面板这几个层次，不要只给一个平铺页面。 交互上我希望重点考虑标签快速清除和历史记录回填，另外 筛选过多提示、加载中状态 这些状态也要有对应反馈。 整体走暗色风格，希望既能快速扫读，也能支持继续深看。 我不想只是堆卡片，希望每个区块的进入路径和退出路径都想清楚。 我希望页面不是只有展示，还要能支持后续的判断、比较或继续操作。 同时要兼顾响应式，尤其是手机上信息收放、按钮层级和浏览节奏。
q5k_scene_059_0029,scene_059,新闻资讯,搜索与筛选,文章阅读应用,l1_extension,portfolio,vague,Minimalism,文章阅读相关内容的真实使用者,帮我先搭一个文章阅读应用的作品展示站，先把核心信息讲清楚就行。尽量极简、留白多一些，先偏轻量一点，别做得太重。 主信息和辅助信息要拉开层级。
q5k_scene_059_0030,scene_059,新闻资讯,搜索与筛选,订阅阅读应用,l1_extension,dashboard,medium,Luxury,订阅阅读相关内容的真实使用者,我在做一个订阅阅读应用的数据看板，我希望首页先建立清晰的认知。页面里我至少想放一个推荐区和一个结果列表，并且把即时搜索反馈做得明显一些。高级感和杂志感要更强，移动端和桌面端都要顺手。希望信息区块之间有明显主次，不要平均用力。
